date,open,high,low,close,volume,roe,roa,eps,bps,sales,margin,net_margin,dps,debt_ratio,run_money,invest_money,financial_money
20110401,42050,44100,41800,43600,458313,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110404,43900,44400,43300,44050,189446,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110405,44100,45600,44100,45200,332252,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110406,44800,45000,43450,43600,267608,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110407,43700,43750,42150,42250,188124,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110408,42100,43300,42000,42050,304623,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110411,42300,42650,41300,41400,180849,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110412,41100,41650,40050,40800,189891,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110413,40700,41000,39600,41000,188612,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110414,40800,40800,39600,40200,320950,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110415,40200,41750,40200,40850,233761,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110418,41100,41450,39550,39850,173884,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110419,39250,39300,38500,38800,206700,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110420,39300,40850,39000,40350,295366,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110421,41100,42000,40650,41400,402450,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110422,41100,42450,41100,41400,173359,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110425,41200,41200,39600,39900,294590,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110426,40100,40100,38900,39500,182758,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110427,40250,43450,40000,41850,528023,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110428,42200,42500,40550,40550,299261,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110429,40800,42250,40700,41950,359114,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110502,42200,42650,41400,42500,278988,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110503,42200,42200,41300,41500,154012,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110504,41550,41550,38850,38900,652169,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110506,38250,38550,37800,38200,284268,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110509,38200,38550,37500,37550,211124,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110511,37850,38150,36650,37350,414261,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110512,36700,37050,36400,36400,245206,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110513,36500,36700,35150,35600,274803,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110516,35300,35300,34150,35200,291087,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110517,35200,35750,34800,35300,192129,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110518,35100,35400,34600,34650,206263,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110519,34950,35400,34850,34900,303982,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110520,35050,35200,33450,33550,323129,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110523,33750,33750,31750,31750,336453,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110524,31600,32750,31600,31950,217451,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110525,31900,32100,30800,31750,239044,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110526,32000,33600,32000,33600,271347,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110527,33100,33550,32550,33500,162526,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110530,33700,33750,32200,32900,128199,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110531,32900,33800,32350,33800,216680,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110601,33800,34250,33400,34000,154730,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110602,33300,34050,32950,33200,153758,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110603,33250,33900,33050,33900,92809,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110607,33450,34300,33000,34000,92434,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110608,33900,34550,33350,34200,152686,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110609,33800,34550,33550,34250,144913,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110610,34500,35250,33550,33800,185439,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110613,33200,34350,33200,33900,121791,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110614,33900,35250,33850,35000,241569,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110615,35050,35300,34700,35000,153519,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110616,34800,35000,34250,34700,130693,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110617,35000,35450,34800,35450,380714,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110620,35450,36500,35150,36450,254895,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110621,36450,37300,36000,36450,292843,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110622,36600,37850,36300,37000,402836,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110623,36500,36500,35400,35450,430288,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110624,35550,37000,35550,36700,387411,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110627,36000,36200,35550,35650,108139,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110628,36000,36500,35550,35950,157822,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110629,36300,36850,35800,36550,266455,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
20110630,36300,36500,35750,36100,299911,8.81,1.16,3861,43821,26.93,-173.18,-173.19,700.0,656.0,-12001.0,6582.0,6946.0
