,Unnamed: 0,name,code,class,market_cap,reg_day,per
62,62,두산중공업,A034020,kospi,48703,2000-10-25,-3.31
97,97,두산인프라코어,A042670,kospi,22683,2001-02-02,14.78
23,23,현대엘리베이,A017800,kospi,18632,1996-07-03,19.28
60,60,에스에프에이,A056190,kosdaq,14776,2001-12-18,13.65
61,61,유니슨,A018000,kosdaq,4987,1996-01-10,-18.81
