,Unnamed: 0,name,code,class,market_cap,reg_day,per
7,7,현대차,A005380,kospi,491437,1974-06-28,44.72
4,4,기아,A000270,kospi,344153,1973-07-21,23.13
5,5,현대차2우B,A005387,kospi,38492,1974-06-28,20.51
6,6,현대차우,A005385,kospi,25940,1974-06-28,20.71
2,2,쌍용차,A003620,kospi,4151,1975-05-29,-0.82
