date,open,high,low,close,volume,korcom,standard deviation5,standard deviation10,standard deviation20,standard deviation60,standard deviation120
20201230,45500,47300,45000,46400,6628,0,,,,,
20201229,43400,47700,43400,45500,11299,0,,,,,
20201228,44900,44900,43600,43950,7381,0,,,,,
20201224,45300,45300,43900,44900,7618,0,,,,,
20201223,46700,46700,44950,45300,9619,0,798.9993742175272,,,,
20201222,47950,47950,46700,46700,10762,0,891.9641248391105,,,,
20201221,49100,49100,47750,47950,13624,0,1407.6221083799446,,,,
20201218,49500,49600,49000,49100,10754,0,1580.0000000000002,,,,
20201217,49650,49800,49250,49600,4492,0,1574.0393895960801,,,,
20201216,49550,50400,49550,49650,10339,0,1130.044246921332,1957.2237991604325,,,
20201215,50300,50300,49600,49700,9149,0,661.0597552415367,2116.0163042850113,,,
20201214,50900,50900,49900,49900,10221,0,265.3299832284327,2166.3621580889926,,,
20201211,50300,51000,50300,50600,10473,0,369.32370625238826,1928.4449693989188,,,
20201210,50300,51600,50200,50500,14737,0,401.9950248448361,1639.6645998496147,,,
20201209,51200,51400,50500,50500,13772,0,366.60605559646774,1173.925040196348,,,
20201208,50300,52000,50300,50700,14754,0,280.0000000000007,801.3114251026233,,,
20201207,52100,52400,50800,50900,19203,0,149.6662954709589,567.4724662924158,,,
20201204,52300,53700,52100,52200,21889,-60,637.4950980203694,746.7429276531495,,,
20201203,51100,58300,50300,52800,170739,60,910.8238029388561,975.307643771952,,,
20201202,54700,55400,52000,52500,76705,0,856.5045242145545,1028.6398786747463,2588.1110389625865,,
20201201,54300,66000,50200,54600,502454,0,1191.6375287812987,1384.0520221436755,2790.496147641132,,
20201130,53500,55800,53500,54300,34428,0,978.5703858180057,1494.12181564958,2837.7929364208376,,
20201127,53700,56600,52300,53700,59744,0,818.2909018191516,1501.3660446406789,2616.8158131591913,,
20201126,54100,55400,53800,54100,24263,-56,731.0266752998829,1464.9573372627603,2428.070221389818,,
20201125,56100,59100,54100,54800,109479,0,384.70768123342737,1406.5560778013783,2233.976275612613,,
20201124,55300,59600,53800,56800,198418,56,1089.2199043352084,1564.64053379682,2291.4460499867764,,
20201123,54400,55800,53100,54600,57062,0,1071.44761887831,1276.8711759609882,2197.184277660843,,
20201120,52600,54900,51300,52700,49937,0,1322.1195104830729,1211.9818480488877,2090.769894082082,,
20201119,54100,54100,52000,52700,62140,0,1530.228741071086,1222.9472596968346,2000.9919415130087,,
20201118,57200,58800,54000,54200,109792,0,1511.290838985005,1103.8568747804204,1931.4243448812588,,
20201117,64900,67400,56100,56500,393271,0,1409.3970341958295,1294.75866477116,1981.8173477896494,,
20201116,55100,70300,53700,67400,1073832,-200,5527.748185292091,4093.22611151644,3617.2468812620464,,
20201113,54000,59300,52500,54200,148280,-100,5340.0374530521785,4070.87214242845,3539.5303360756775,,
20201112,53000,59500,51600,53600,101652,300,5205.535515199181,4094.4474596702294,3448.028422156639,,
20201111,52800,53700,52500,53000,13822,0,5362.6858942138315,4171.102971637118,3356.080302972502,,
20201110,58000,58000,52500,52800,40978,0,5621.387729022078,4225.4112225912395,3273.1636072766055,,
20201109,50900,53500,50900,52500,21966,0,607.9473661428266,4300.046511376359,3204.996099841621,,
20201106,51800,51800,50800,51300,6179,0,760.5261336732617,4393.131001916514,3243.0656792609057,,
20201105,51000,52100,50600,51300,18215,0,735.9347797189639,4479.910713395971,3297.3625824285687,,
20201104,50700,51000,49900,50600,8764,0,822.1921916437786,4645.600068882382,3376.577409152647,,
20201103,50000,50700,49700,50700,7574,0,676.4613810115105,4698.978612422065,3464.231516512717,,
20201102,49000,51700,48750,49900,29587,0,520.0,1353.8463723776035,3581.6337054478367,,
20201030,49450,49450,48600,48600,4933,0,923.9047569960878,1476.5161699080702,3761.685127705401,,
20201029,49000,49600,48900,49050,4292,0,831.6249154516717,1438.2715320828668,3888.02247292888,,
20201028,49300,50000,49050,49600,4710,0,720.832851637604,1316.0642081600718,3956.4654364723065,,
20201027,48900,49900,48750,49150,6011,0,450.99889135118724,1162.1531740695789,3950.2974571543346,,
20201026,49650,50100,48800,48900,10247,0,327.7193921634788,954.6727187890083,4009.5542146228677,,
20201023,50200,50500,49800,50100,7087,0,437.49285708454715,841.0707461325694,4040.8817107161153,,
20201022,51000,51000,49900,50000,7399,0,466.9047011971501,683.3008122342583,4070.423810858029,,
20201021,49950,51900,49600,50700,18171,0,658.4831053261731,697.5672010638093,4054.593074526715,,
20201020,49950,50400,49450,49600,9604,0,595.3150426454887,607.3713855624062,3948.7656299152522,,
20201019,49850,51000,49850,50000,10748,0,354.400902933387,613.6774397026479,1602.7632389096027,,
20201016,50100,50900,49700,50000,7859,0,355.52777669262355,530.471488394991,1403.6915615618695,,
20201015,49600,50900,49600,50000,11481,0,355.52777669262355,487.05749147302623,1222.763264086716,,
20201014,50300,50300,49800,49950,3072,0,156.20499351813308,483.63209157374683,1068.161387618931,,
20201013,50800,51000,49800,50200,5324,0,87.17797887081348,433.8490520906978,892.0867390562422,,
20201012,50500,51000,49600,50600,11340,0,240.8318915758459,304.9999999999951,716.0438184915781,,
20201008,49250,51700,49050,50000,19868,0,240.8318915758459,306.9609095634117,652.394627507002,,
20201007,49100,49200,48900,49100,2256,0,491.5282290977803,431.3061557640895,598.3048971887159,,
20201006,49250,49250,49050,49050,4785,0,615.142259969188,452.76925690686755,594.894948709434,3411.4182249550636,
20201005,49050,49450,49000,49250,3401,0,605.8052492344384,483.24424466308653,563.4436529059494,3366.5259871597937,
20200929,49900,49900,48900,49300,3817,0,342.6368339802363,501.7220345968443,567.290710306453,3296.504461799903,
20200928,49800,49800,48700,49000,3982,-15,115.75836902790225,539.1892061234137,535.8346293400605,3174.711163589882,
20200925,49900,51000,48050,48800,18060,-324,180.55470085267788,578.8998186214926,552.9692577350029,3083.6949112315824,
20200924,49900,49900,48700,49050,14310,339,180.55470085267788,575.7820768311541,568.9628722509053,2999.0202103724178,
20200923,50700,50700,49750,50300,7589,0,529.5280917949491,589.6821177549791,574.8695504199192,2941.313009902588,
20200922,50300,50600,49850,49950,10969,0,592.1148537234985,485.3864439804608,547.1460042803932,2913.3771926523123,
20200921,52500,52600,50000,50600,18210,0,700.9992867328754,585.1495535331092,573.4707926302787,2899.7657951404744,
20200918,51000,52800,50700,52200,25316,0,1030.824912388132,998.2484660644348,780.2683833143568,2891.285277442466,
20200917,50300,51600,50300,51200,7167,0,789.9367063252599,1054.2888598481902,813.3687663046818,2881.653050864305,
20200916,51000,51300,50500,51100,7367,0,741.8894796396563,1074.7092630102325,849.8933756654419,2872.522483230839,
20200915,51000,54300,50400,51000,58106,0,530.659966456864,1061.1785900591838,878.3898621910432,2865.514666784233,
20200914,50500,51400,50000,50400,11191,0,581.033561853358,965.8674857349723,881.9686785821818,2866.7406724943457,
20200911,50000,50400,49850,50100,3586,0,431.7406628984581,808.3316151184468,881.9403324488568,2869.6441659008683,
20200910,50400,50400,49850,49900,3469,0,477.4934554525329,675.7403347440472,882.3123029857398,2874.312840585651,
20200909,49800,50300,49600,49900,6165,0,412.79534881100585,707.8311945654818,882.2698000045111,2880.0090422311755,
20200908,50400,51000,49800,50100,10683,0,183.3030277982336,694.6221994724881,873.0836156978322,2884.7081260020436,
