date,open,high,low,close,volume,korcom,standard deviation5,standard deviation10,standard deviation20,standard deviation60,standard deviation120
20150915,114500,116000,106000,113000,41492,7420,,,,,
20150916,114500,116500,111000,111500,27335,-7036,,,,,
20150917,114000,114000,108000,109000,18132,1831,,,,,
20150918,110500,111000,108000,109500,9065,125,,,,,
20150921,107500,109500,107000,107500,8652,2128,1933.9079605813724,,,,
20150922,107000,108500,104500,106000,11848,1584,1860.1075237738282,,,,
20150923,104000,104500,99900,100000,21503,3652,3426.368339802363,,,,
20150924,100000,103000,99700,100000,6881,2376,3916.6312055132285,,,,
20150925,99600,100500,97000,99800,8752,895,3373.7812614335276,,,,
20150930,97000,99400,97000,98900,3531,1544,2562.4987804875154,5111.712041967939,,,
20151001,99000,103000,97600,101000,5273,47,668.1317235396049,4597.56457268411,,,
20151002,100500,102000,100000,101000,3046,817,793.9773296511702,3997.76187384892,,,
20151005,101000,102500,100000,102000,3357,540,1076.2899237658983,3517.1152952384186,,,
20151006,101500,103000,100500,100500,4618,360,1014.6920715172672,2680.690209628862,,,
20151007,100500,104000,100000,104000,7928,560,1248.9995996796808,2051.243525279246,,,
20151008,105000,105000,101000,102000,5164,1004,1200.0000000000014,1379.7101144805854,,,
20151012,101500,103500,99700,99900,8820,-1295,1424.6403054806513,1386.6866985732681,,,
20151013,100500,100500,98700,99500,6744,1871,1646.086267484181,1427.0248771482682,,,
20151014,99000,100500,99000,99100,4176,698,1844.9932249198107,1492.9500996349575,,,
20151015,98000,100000,98000,99500,4610,815,1031.5037566582116,1426.3590010933538,4419.759608847521,,
20151016,100000,100000,99200,99600,3032,48,256.1249694973198,1472.7185746095654,3861.5120095630905,,
20151019,100500,100500,98800,98900,3565,181,271.29319932501625,1563.3297796690338,3336.3565456947135,,
20151020,98500,99000,98400,98800,4475,765,318.74754901018923,1550.9996776273133,2969.153919890303,,
20151021,98500,100500,98500,100000,8020,972,449.888875168083,1547.9341071247284,2320.344801963695,,
20151022,102500,106500,99900,100500,13711,1849,646.8384651518514,888.5943956609392,1758.2661914510925,,
20151023,100500,106500,100500,102000,5897,709,1174.052809715135,888.5943956609392,1292.8650354928488,,
20151026,101500,102500,100000,101000,3052,-53,1061.3199329137294,961.7172141539476,1297.6902558006384,,
20151027,101000,102000,100000,101000,2015,-23,663.3249580710822,1005.1865498503398,1300.5767951181997,,
20151028,101500,102000,100000,101000,5045,-628,489.89794855663865,988.9893831583986,1296.880873480648,,
20151029,100000,106000,100000,104500,20851,2975,1356.4659966250547,1580.5378831271428,1506.6187308008405,,
