date,open,high,low,close,volume,korcom,standard deviation5,standard deviation10,standard deviation20,standard deviation60,standard deviation120,ma5,ma10,ma20,ma60,ma120
20101201,34800,35050,34600,34950,730,0,,,,,,,,,,
20101202,34950,35250,34550,34600,667,0,,,,,,,,,,
20101203,35000,35400,34200,35400,578,0,,,,,,,,,,
20101206,36000,36900,35800,36800,1130,0,,,,,,,,,,
20101207,36400,36750,35550,36450,880,0,850.529246998596,,,,,35640.0,,,,
20101208,36150,37100,34200,36300,1120,0,801.4985963805542,,,,,35910.0,,,,
20101209,36350,37100,35200,37100,1091,0,576.5414122159817,,,,,36410.0,,,,
20101210,37250,38100,36900,37500,260,0,435.4308211415433,,,,,36830.0,,,,
20101213,38100,38100,37050,37500,360,0,509.50956811427864,,,,,36970.0,,,,
20101214,37000,37000,36600,36600,550,0,481.6637831516904,969.5875411740802,,,,37000.0,36320.0,,,
20101215,36050,36500,36000,36000,1022,-2,574.8043145279954,866.963090333146,,,,36940.0,36425.0,,,
20101216,36100,36450,35750,35750,1111,-1,731.8469785412786,671.4908785679808,,,,36670.0,36540.0,,,
20101217,36050,36050,35200,36050,1180,0,624.9799996799887,583.7165407969854,,,,36380.0,36605.0,,,
20101220,35200,35700,34750,35300,1131,0,423.5563716909458,696.2219473702324,,,,35940.0,36455.0,,,
20101221,36000,36400,35000,36400,1770,0,364.6916505762077,696.4194138592052,,,,35900.0,36450.0,,,
20101222,35900,36300,35750,36150,300,0,377.6241517699824,701.0884394996103,,,,35930.0,36435.0,,,
20101223,35650,36050,35650,35650,230,0,389.1015291668727,698.498389404012,,,,35910.0,36290.0,,,
20101224,35650,35650,35200,35500,880,0,411.0960958218877,603.2412452742259,,,,35800.0,36090.0,,,
20101227,34850,35300,34850,35250,1400,0,423.5563716909458,430.14532428006083,,,,35790.0,35865.0,,,
20101228,35250,37700,34800,35200,1920,0,342.0526275297395,394.4933459514858,797.7272403522376,,,35550.0,35725.0,36022.5,,
20101229,35000,35900,34800,35900,320,0,258.8435821108932,388.6193510364592,759.8355085148347,,,35500.0,35715.0,36070.0,,
20101230,35450,36250,35250,36250,490,0,400.74929819027585,420.743389728227,681.2626145621082,,,35620.0,35765.0,36152.5,,
20110103,36000,36050,35800,36050,510,0,427.3172123844284,420.743389728227,659.7537419370959,,,35730.0,35765.0,36185.0,,
20110104,35050,35650,35000,35550,2890,0,373.3630940518876,399.24929555354095,657.7375996550592,,,35790.0,35790.0,36122.5,,
20110105,35200,35400,35000,35350,1320,0,328.0243893371325,361.2824379900007,673.8462361696452,,,35820.0,35685.0,36067.5,,
20110106,35350,36500,35350,36100,2871,0,346.98703145794764,355.1056180912923,671.8026123795569,,,35860.0,35680.0,36057.5,,
