date,open,high,low,close,volume,korcom,standard deviation5,standard deviation10,standard deviation20,standard deviation60,standard deviation120,ma5,ma10,ma20,ma60,ma120
20101201,14700,14700,14550,14700,1571,10,,,,,,,,,,
20101202,14600,14750,14600,14700,1771,-20,,,,,,,,,,
20101203,14600,14750,14550,14750,1786,350,,,,,,,,,,
20101206,14700,14700,14500,14650,1860,0,,,,,,,,,,
20101207,14550,14650,12500,14450,10782,-140,104.8808848170151,,,,,14650.0,,,,
20101208,14450,14600,14350,14450,3026,-162,126.49110640673513,,,,,14600.0,,,,
20101209,14450,14700,14450,14700,8700,-1390,126.49110640673513,,,,,14600.0,,,,
20101210,14700,14700,14400,14550,6730,-3970,101.98039027185564,,,,,14560.0,,,,
20101213,14550,14700,14500,14600,4640,1000,94.8683298050513,,,,,14550.0,,,,
20101214,14600,14650,14500,14600,5015,-350,81.24038404635955,100.12492197250387,,,,14580.0,14615.0,,,
20101215,14550,14650,14500,14550,6005,-20,54.7722557505165,97.46794344808956,,,,14600.0,14600.0,,,
20101216,14600,14650,14450,14600,3314,496,24.494897427831546,91.65151389911672,,,,14580.0,14590.0,,,
20101217,14600,14600,14450,14450,3113,-813,58.309518948452904,83.06623862918067,,,,14560.0,14560.0,,,
20101220,14400,14900,14400,14650,11581,-10,67.8232998312526,83.06623862918067,,,,14570.0,14560.0,,,
20101221,14650,14700,14550,14550,5349,0,66.3324958071079,74.83314773547876,,,,14560.0,14570.0,,,
20101222,14650,14650,14500,14600,4102,-1010,67.8232998312526,63.442887702247496,,,,14570.0,14585.0,,,
20101223,14600,14900,14450,14850,28959,10817,132.66499161421595,97.46794344808956,,,,14620.0,14600.0,,,
20101224,14900,15250,14700,15050,30551,12480,185.47236990991402,164.3167672515498,,,,14740.0,14650.0,,,
20101227,15100,15300,14900,15000,11581,-2440,203.46989949375802,193.39079605813708,,,,14810.0,14690.0,,,
20101228,15000,15150,14850,15100,13971,-5870,180.55470085267785,225.61028345356948,185.38810641462345,,,14920.0,14740.0,14677.5,,
20101229,14900,14950,14750,14950,4500,0,86.0232526704262,223.83029285599392,194.67922333931702,,,14990.0,14780.0,14690.0,,
20101230,14950,16500,14750,16500,30269,21080,592.1148537234985,553.7147279962851,439.9999999999991,,,15320.0,14970.0,14780.0,,
20110103,16300,16350,15450,15600,15861,710,582.7520913733388,553.1952638987432,474.7301865270408,,,15430.0,15085.0,14822.5,,
20110104,15600,15750,15200,15200,18981,-600,558.2114294781145,534.2284155677231,479.8437245604018,,,15470.0,15140.0,14850.0,,
20110105,15200,15350,15000,15150,10396,-2470,551.9057890618651,496.99094559156714,474.8947251760106,,,15480.0,15200.0,14885.0,,
20110106,15400,16150,15150,15300,35069,-4490,500.0,455.08241011931017,472.0897690058517,,,15550.0,15270.0,14927.5,,
20110107,15300,15300,15100,15200,5350,590,162.48076809271922,434.42490720491617,472.6190326256426,,,15290.0,15305.0,14952.5,,
20110110,15200,15350,14900,15050,9990,700,81.24038404635961,434.42490720491617,463.808958516325,,,15180.0,15305.0,14977.5,,
20110111,15050,15100,14850,14950,4320,600,120.83045973594572,438.17804600413285,455.76858162887663,,,15130.0,15300.0,14995.0,,
20110112,14850,15100,14800,15000,8410,-2360,130.38404810405294,443.7341546466758,446.68221365977615,,,15100.0,15290.0,15015.0,,
20110113,14950,15150,14700,14700,14361,-3060,163.0950643030009,468.534950670705,440.02130630231744,,,14980.0,15265.0,15022.5,,
20110114,14800,14800,14550,14800,11245,-1500,130.38404810405294,244.38698819699874,432.51445062563835,,,14900.0,15095.0,15032.5,,
20110117,14800,14900,14550,14550,7595,30,164.31676725154983,230.0,426.2848226244957,,,14800.0,14990.0,15037.5,,
20110118,14550,14700,14450,14450,5031,0,192.35384061671346,268.3747380063928,437.45714075780927,,,14700.0,14915.0,15027.5,,
20110119,14500,14750,14450,14500,8380,-250,130.38404810405294,281.9574435974337,440.31238910573234,,,14600.0,14850.0,15025.0,,
20110120,14500,14550,14250,14400,9300,0,139.2838827718412,267.20778431774767,451.96791921551016,,,14540.0,14760.0,15015.0,,
20110121,14400,14400,14250,14400,3260,0,58.309518948453004,242.07436873820407,470.4452678048723,,,14460.0,14680.0,14992.5,,
20110124,14250,14400,14250,14400,1880,-380,40.0,220.28390771910688,487.4935897014423,,,14430.0,14615.0,14960.0,,
20110125,14300,14400,14250,14250,3883,-727,80.0,213.834047803431,511.24235935610665,,,14390.0,14545.0,14922.5,,
20110126,14250,14350,14200,14350,3240,-420,58.309518948453004,156.84387141358118,524.1898511035849,,,14360.0,14480.0,14885.0,,
20110127,14250,14350,14000,14100,12314,-3264,114.01754250991378,174.92855684535903,550.9707342500135,,,14300.0,14420.0,14842.5,,
20110128,14200,14350,13850,13950,8115,-1495,165.5294535724685,176.13914953808538,435.63172519916367,,,14210.0,14335.0,14715.0,,
20110131,13950,13950,13650,13650,6473,0,245.76411454889012,255.3918557824427,444.76819805377295,,,14060.0,14245.0,14617.5,,
20110201,13700,14000,13600,13650,12130,-4510,269.07248094147417,300.04166377354994,470.7971962533345,,,13940.0,14165.0,14540.0,,
20110207,13650,13850,13650,13650,6860,-1520,189.73665961010278,313.2091952673165,486.85213360937536,,,13800.0,14080.0,14465.0,,
20110208,13650,13800,13600,13650,5480,10,120.0,317.372021451167,478.08864240849886,,,13710.0,14005.0,14382.5,,
20110209,13650,13700,13400,13450,5540,-180,80.0,326.9556544854363,480.5985850998753,,,13610.0,13910.0,14295.0,,
20110210,13400,13450,13250,13250,5703,0,160.0,336.4892271678248,498.97394721568634,,,13530.0,13795.0,14205.0,,
20110211,13350,13400,13000,13000,6157,-1587,248.99799195977462,374.29934544425805,533.2154817707408,,,13400.0,13670.0,14107.5,,
20110214,13000,13200,12850,12950,9223,-2260,265.329983228432,355.1056180912941,548.6118846689377,,,13260.0,13530.0,14005.0,,
20110215,12950,13100,12550,12550,16732,-5220,303.9736830714133,406.97051490249277,609.1951657720244,,,13040.0,13375.0,13897.5,,
20110216,12550,13950,12550,13100,11971,-3520,233.66642891095844,364.55452267116374,595.7925393960593,,,12970.0,13290.0,13812.5,,
20110217,13150,13150,12600,12600,11720,-2410,222.26110770892868,395.6324051439669,625.9193238748949,,,12840.0,13185.0,13715.0,,
20110218,12800,12800,12550,12700,10878,-2697,211.18712081942883,386.52296180175375,639.2329387633322,,,12780.0,13090.0,13627.5,,
20110221,12700,12800,12400,12450,15222,-4000,224.94443758403983,380.26306683663086,655.2671211040628,,,12680.0,12970.0,13525.0,,
20110222,12400,12450,12200,12200,8588,-1590,297.3213749463701,369.6281915655244,683.2093383436786,,,12610.0,12825.0,13415.0,,
20110223,12150,12500,12150,12350,8065,-38,177.2004514666935,328.6715685908959,681.5194421291353,,,12460.0,12715.0,13312.5,,
20110224,12450,12650,12300,12400,9653,-250,163.0950643030009,286.53097563788805,661.0361185290924,,,12420.0,12630.0,13212.5,,
20110225,12600,12700,12400,12650,7990,-810,146.28738838327794,259.2778432492835,626.5530703779281,,,12410.0,12595.0,13132.5,,
20110228,12650,12800,12600,12650,6700,-250,176.06816861659007,232.4327859833892,568.2154080980287,941.1812908373313,,12450.0,12565.0,13047.5,14203.333333333334,
20110302,12650,12850,12550,12750,10140,-2800,156.20499351813308,238.79907872519107,517.0589908318096,957.0045135154235,,12560.0,12585.0,12980.0,14170.833333333334,
20110303,12750,13400,12650,12900,16550,-5340,163.0950643030009,200.06249023742558,466.76412672784693,968.0948501510027,,12670.0,12565.0,12927.5,14140.833333333334,
20110304,12850,12950,12650,12900,9160,-2800,112.24972160321823,224.1093483101497,436.3484845854396,977.6161482572476,,12770.0,12595.0,12890.0,14110.0,
20110307,12900,12900,12700,12700,3575,-1545,102.95630140987,224.1093483101497,401.333714008691,991.4393997281613,,12780.0,12595.0,12842.5,14077.5,
20110308,12650,12900,12600,12750,3480,-244,83.66600265340756,222.7666940994546,356.18639783126184,1004.5932703780632,,12800.0,12625.0,12797.5,14049.166666666666,
20110309,12850,12850,12700,12700,3147,-360,91.65151389911681,172.11914478058506,297.9093821953415,1017.8490392325722,,12790.0,12675.0,12750.0,14020.0,
20110310,12750,12800,12500,12500,10562,-590,128.06248474865697,147.9864858694874,255.1837573201128,1032.2171390856802,,12710.0,12690.0,12702.5,13983.333333333334,
20110311,12450,12600,12200,12200,28753,-18920,203.9607805437114,192.61360284258225,244.94897427833888,1054.3201469298717,,12570.0,12670.0,12650.0,13944.166666666666,
20110314,12200,12250,12000,12150,12475,-310,247.7902338672773,248.19347291981717,254.1038173660728,1075.362987811818,,12460.0,12620.0,12607.5,13903.333333333334,
20110315,12050,12200,11700,11750,21120,-190,324.6536616149585,359.30488446443366,303.09858132299235,1106.0474547786034,,12260.0,12530.0,12547.5,13855.833333333334,
20110316,11850,12050,11800,11950,6207,0,251.79356624028344,389.2300091205712,329.87687096856416,1128.7022415145655,,12110.0,12450.0,12517.5,13812.5,
20110317,11950,12000,11650,11950,9940,-10,161.24515496597098,383.6991008589934,323.49652239245313,1148.6937025257112,,12000.0,12355.0,12460.0,13768.333333333334,
20110318,11900,11950,11750,11900,9982,-6269,128.06248474865697,358.08518539587755,343.693177121704,1169.6684596737489,,11940.0,12255.0,12425.0,13725.833333333334,
20110321,11950,12250,11950,11950,6360,-4220,77.45966692414834,334.81338085566415,352.4468044968079,1185.0840921873692,,11900.0,12180.0,12387.5,13680.833333333334,
20110322,12000,12400,12000,12400,6901,1000,186.01075237738274,288.4874347350331,352.1718330588224,1190.7525631577166,,12030.0,12145.0,12385.0,13645.0,
20110323,12400,12500,12200,12450,3911,110,242.07436873820407,247.1841418861655,349.81244974987817,1193.8206058235444,,12130.0,12120.0,12397.5,13609.166666666666,
20110324,12450,12450,12250,12250,2740,-220,226.7156809750927,218.4605227495348,351.1676949834809,1195.1810067470512,,12190.0,12095.0,12392.5,13565.833333333334,
20110325,12250,12400,12250,12350,5361,-182,177.76388834631177,230.0,351.28336140502165,1189.267690172778,,12280.0,12110.0,12390.0,13520.833333333334,
20110328,12300,12350,12100,12300,3140,490,70.71067811865477,236.90715480964263,346.58151999206643,1183.5149508514435,,12350.0,12125.0,12372.5,13475.833333333334,
