date,open,high,low,close,volume,korcom,standard deviation5,standard deviation10,standard deviation20,standard deviation60,standard deviation120,ma5,ma10,ma20,ma60,ma120
20101201,11750,11800,11550,11600,139655,-18625,,,,,,,,,,
20101202,11700,11700,11400,11450,260764,-32766,,,,,,,,,,
20101203,11500,11650,11450,11500,228090,3420,,,,,,,,,,
20101206,11400,11550,11100,11200,291709,-24599,,,,,,,,,,
20101207,11250,11450,11200,11300,293399,44496,142.82856857085682,,,,,11410.0,,,,
20101208,11350,11400,11100,11250,268330,-45739,115.75836902790199,,,,,11340.0,,,,
20101209,11300,11500,11200,11450,264839,14196,115.75836902790199,,,,,11340.0,,,,
20101210,11450,11450,10950,11000,878010,89875,146.28738838327774,,,,,11240.0,,,,
20101213,11050,11150,10950,11100,474270,16481,156.84387141358104,,,,,11220.0,,,,
20101214,11200,11300,11100,11150,297392,53071,152.97058540778337,184.3908891458576,,,,11190.0,11300.0,,,
20101215,11200,11350,11200,11350,151394,19399,165.52945357246833,156.92354826475201,,,,11210.0,11275.0,,,
20101216,11350,11700,11350,11700,447715,53851,247.79023386727727,197.4841765813149,,,,11260.0,11300.0,,,
20101217,11750,11850,11550,11800,424049,-103751,283.9013913315677,243.10491562286427,,,,11420.0,11330.0,,,
20101220,11550,11700,11400,11650,288533,2933,242.07436873820402,256.1737691489899,,,,11530.0,11375.0,,,
20101221,11800,11950,11550,11600,350867,-49865,150.3329637837289,263.10644233845727,,,,11620.0,11405.0,,,
20101222,11550,11550,11200,11250,355293,-150707,187.08286933869687,263.10644233845727,,,,11600.0,11405.0,,,
20101223,11300,11350,11000,11200,456188,-248001,234.5207879911713,269.44387170614954,,,,11500.0,11380.0,,,
20101224,11200,11800,11200,11600,568529,-86075,193.39079605813703,243.72115213907875,,,,11460.0,11440.0,,,
20101227,11700,11850,11500,11500,427986,-223521,172.04650534085235,215.8703314492289,,,,11430.0,11480.0,,,
20101228,11650,11750,11500,11550,220962,-35869,163.09506430300073,186.01075237738263,215.40659228538001,,,11420.0,11520.0,11410.0,,
20101229,11650,11800,11550,11650,272239,-69853,158.11388300841878,180.27756377319932,217.8732429648027,,,11500.0,11550.0,11412.5,,
20101230,11750,12100,11650,11800,829578,-360783,102.95630140986972,190.78784028338902,233.66642891095842,,,11620.0,11560.0,11430.0,,
20110103,11850,12050,11750,11900,424597,-157190,150.3329637837289,205.18284528683182,254.9509756796392,,,11680.0,11570.0,11450.0,,
20110104,11800,12100,11800,11950,330999,-84574,150.3329637837289,234.52078799117137,270.1272848121788,,,11770.0,11600.0,11487.5,,
20110105,11900,11900,11550,11550,362412,-11505,150.3329637837289,234.99999999999991,266.9269563007827,,,11770.0,11595.0,11500.0,,
20110106,11600,11700,11500,11600,176232,-9171,159.3737745050921,205.18284528683182,261.3785568863673,,,11760.0,11630.0,11517.5,,
20110107,11650,11750,11550,11700,285992,12187,159.3737745050921,146.96938456699053,263.8181191654583,,,11740.0,11680.0,11530.0,,
20110110,11750,11950,11700,11900,413484,-91304,159.3737745050921,157.79733838059485,245.71324750611217,,,11740.0,11710.0,11575.0,,
20110111,11950,12200,11800,12200,542243,-5053,237.48684174075825,198.99748742132388,256.12496949731394,,,11790.0,11780.0,11630.0,,
20110112,12200,12300,11850,11900,477638,-91578,205.91260281973987,185.80904176062037,237.3157179792353,,,11860.0,11815.0,11667.5,,
20110113,11950,12150,11700,11750,529747,56121,174.35595774162678,179.2344832893491,226.31559822513333,,,11890.0,11825.0,11687.5,,
20110114,11850,12100,11750,12000,278821,21295,148.32396974191306,186.3464515358421,236.36571240347013,,,11950.0,11845.0,11702.5,,
20110117,12200,12600,12200,12300,549075,-65132,198.99748742132385,231.3547060251854,269.47866334832514,,,12030.0,11885.0,11727.5,,
20110118,12300,12550,12250,12400,494243,-47150,244.13111231467397,278.56776554368236,305.8185736674605,,,12070.0,11930.0,11765.0,,
20110119,12450,12500,12200,12450,223974,-37520,265.7066051117283,286.530975637888,337.37034546622493,,,12180.0,12020.0,11807.5,,
20110120,12500,12550,12200,12350,496431,156552,158.11388300841878,264.05491853021783,331.6153645415121,,,12300.0,12095.0,11862.5,,
20110121,12450,12750,12400,12500,787759,95710,70.71067811865434,253.2291452420119,322.67437146448424,,,12400.0,12175.0,11927.5,,
20110124,12550,12950,12450,12950,562967,111910,215.8703314492289,324.9615361854383,382.72052466519216,,,12530.0,12280.0,11995.0,,
20110125,13150,13450,12950,13300,1081329,-280894,359.72211497209895,443.73415464667573,459.64660338133683,,,12710.0,12390.0,12085.0,,
20110126,13300,13400,12850,13000,498686,-144749,347.27510708370664,444.9719092257397,483.2895095075,,,12820.0,12500.0,12157.5,,
20110127,12950,12950,12550,12800,395406,-24082,261.5339366124404,373.79807383131333,487.87805853512197,,,12910.0,12605.0,12215.0,,
20110128,12700,12850,11900,12250,759391,-53643,345.5430508634198,339.26390907374736,478.50679201031187,,,12860.0,12630.0,12237.5,,
20110131,12100,12300,12000,12200,303310,-35175,427.08313008125236,350.1428280002319,472.3544749444001,,,12710.0,12620.0,12252.5,,
20110201,12300,13050,12250,12600,610259,-5009,309.19249667480614,342.6368339802362,472.784306000104,,,12570.0,12640.0,12285.0,,
20110207,12950,13100,12800,13000,408459,-61850,309.19249667480614,351.7456467392311,465.6380031741395,,,12570.0,12695.0,12357.5,,
20110208,12900,13250,12700,13050,543851,-110123,358.6084215408221,345.72387826125055,454.80765165067305,,,12620.0,12765.0,12430.0,,
20110209,13000,13000,12150,12200,636560,74460,369.3237062523877,378.84693479029227,426.8782027698297,,,12610.0,12735.0,12455.0,,
20110210,12300,12350,12150,12250,310418,-5750,358.6084215408221,396.89419244932265,410.63213464121384,,,12620.0,12665.0,12472.5,,
20110211,12250,12250,11650,11650,540773,94951,529.716905525961,439.31765272977583,444.94381667801605,,,12430.0,12500.0,12445.0,,
20110214,11650,11800,11500,11600,506331,2081,524.4044240850757,478.9572005931218,467.54678910243825,,,12150.0,12360.0,12430.0,,
