date,open,high,low,close,volume,korcom,standard deviation5,standard deviation10,standard deviation20,standard deviation60,standard deviation120
20171030,68000,88400,68000,88400,268264,-64701,,,,,
20171031,94000,114500,90100,114500,460821,-241,,,,,
20171101,129500,132000,108500,108500,397464,-360,,,,,
20171102,111500,111500,91000,93000,230881,-3,,,,,
20171103,93000,104500,91600,92900,229421,0,10149.009803916833,,,,
20171106,93100,93500,85600,86800,86255,-202,10511.441385461843,,,,
20171107,85100,89100,82800,83100,66404,0,8678.847849801263,,,,
20171108,84500,88500,83200,83500,72194,0,4349.988505731941,,,,
20171109,84800,87900,83500,87300,37012,0,3521.590549737434,,,,
20171110,87500,87500,84600,85100,20985,0,1689.4969665554302,10200.534299731558,,,
20171113,86200,86300,82000,82400,25626,291,1750.8854902591431,10582.197314357732,,,
20171114,81400,81900,78500,79000,30285,234,2773.157045679166,7974.735105318546,,,
20171115,79400,81300,76800,78300,34311,-166,3454.5043059750265,4777.698190551597,,,
20171116,78500,78500,76600,77300,18364,188,2900.6206232459976,4508.891216252617,,,
20171117,76700,82000,76100,80200,24598,0,1755.6765077883795,3338.862081608044,,,
20171120,80700,81800,79300,79300,18462,322,974.4742172063866,3075.792580783041,,,
20171121,79300,79300,77000,77000,14413,383,1202.331069215131,3304.3002284901413,,,
20171122,79800,100000,79200,89000,416272,-115,4387.5277776898465,4056.710490039929,,,
20171123,91100,93000,82200,82900,91004,336,4118.931900383885,3617.526779444763,,,
20171124,83200,84800,80400,80400,39645,0,4105.3136299191565,3356.724594005293,9594.658670322773,,
20171127,79900,80100,78100,78300,22402,406,4240.471671878024,3359.7767782994156,9743.120649976576,,
20171128,78400,93800,78400,81500,202953,204,3617.402382926179,3356.4266713277084,7239.330079503207,,
20171129,80200,84300,79400,82500,27960,203,1654.5694303957148,3327.521600230418,4644.555952941022,,
20171130,82800,83200,81100,81700,14816,0,1453.8225476308999,3114.418083687545,4040.529049518129,,
20171201,78600,79000,75200,75700,285611,47601,2559.3749236874223,3534.6994214501465,3515.8604921128276,,
20171204,77100,77700,75200,75500,29989,-2697,3105.092591212056,3867.3634429673143,3537.0891987621458,,
20171205,75600,75700,74000,74200,31328,-7275,3460.866943411723,4194.532155079992,3795.322779422039,,
20171206,73300,74000,71000,71000,34410,-3222,3474.1329853648376,3868.6043995218743,4259.706562663655,,
20171207,70100,71500,68200,68800,27022,-4000,2705.9933481071234,4481.562227616615,4557.134516338067,,
20171208,68300,71400,68200,68400,21509,-2000,2842.8155057970257,4978.795034945704,4882.222854397346,,
20171211,71200,71200,67900,68000,17697,-4646,2306.8593368473944,5394.8215911186535,5253.046734991014,,
20171212,68700,68700,66000,66200,20981,-2622,1541.9468213917107,5427.338205787438,5778.659013992757,,
20171213,66000,68500,65900,66500,37142,-12217,1040.0,4768.228182459392,6184.545254099103,,
20171214,66700,67800,64900,66100,31690,0,964.5724441429995,3623.037399751761,6557.240273163682,,
20171215,65200,65400,63700,64000,18925,0,1278.436545159751,3493.1504405049604,6936.029123352908,,
20171218,64000,64200,61400,62300,15099,0,1624.068964052943,3221.878334139885,7366.885366286059,,
20171219,62000,62300,59400,59600,24827,-2803,2547.9403446705733,3185.4199095252734,7964.427160819519,,
20171220,58900,59400,57300,57800,19889,-2478,2976.3064358362026,3586.9346244390904,7756.036358862664,,
20171221,57500,61000,57200,58200,11204,0,2400.3333101883995,3799.3288881064245,7819.864129254395,,
20171222,58200,67800,57600,61400,57818,-1588,1754.5369759569046,3504.1261392820893,7692.48171918527,,
20171226,73300,78700,65300,74000,245797,0,6033.241251599343,4637.553234195808,7497.939717015573,,
20171227,71500,73800,67900,68800,62232,0,6354.085300025488,4843.769193510359,6944.154016149092,,
20171228,69300,69300,65500,67100,31403,0,5567.764362830022,4879.559406339879,6162.813886529394,,
20180102,66800,67800,65000,66900,20026,-2000,4039.108812597155,4920.863745319514,5268.8589846379,,
20180103,74200,77500,72900,74300,107834,34874,3277.4380238228764,5808.820878629328,5161.3443016330075,,
20180104,75200,75500,73000,73900,33023,-1869,3254.5352970892786,6284.584314017913,5039.233572677448,,
20180105,73900,74000,71800,73000,14215,0,3326.0186409579846,6161.850371438762,4958.152377650319,,
20180108,73000,73400,71300,71900,10979,0,2680.2984908401527,5328.648984498791,4999.83999743987,,
20180109,72700,73600,70700,70700,9742,-1100,1320.0,3947.404210364072,5053.560625934898,,
20180110,72000,72000,69300,71200,5532,0,1170.6408501329518,2641.514716975849,5129.861109230885,,
20180111,71100,72500,70300,70300,5249,0,953.7295214053091,2474.4494337124775,5174.44683033844,,
20180112,70600,71700,69000,69800,7353,0,724.9827584156743,2410.580842867544,5198.740232017708,,
