date,open,high,low,close,volume,korcom,standard deviation5,standard deviation10,standard deviation20,standard deviation60,standard deviation120
20201230,19550,20000,19450,19650,11849,0,,,,,
20201229,19050,19550,18950,19550,12529,-1000,,,,,
20201228,19250,19250,18750,18750,14233,0,,,,,
20201224,19200,19600,18950,19150,14100,0,,,,,
20201223,19450,19900,19150,19250,11292,0,318.7475490101847,,,,
20201222,19850,19850,19200,19450,16616,0,278.5677655436825,,,,
20201221,20000,20200,19800,19850,12879,0,361.1094017053559,,,,
20201218,20000,20500,19950,20200,26969,-4897,391.91835884530855,,,,
20201217,19900,20600,19700,19900,44585,0,338.52621759621525,,,,
20201216,19850,20000,19600,19700,18925,-2577,246.17067250182356,395.88508433635155,,,
20201215,20100,20150,19500,19700,21518,0,183.30302779823379,397.492138287036,,,
20201214,19400,20800,19250,19900,116967,-5986,183.30302779823379,411.1265012134345,,,
20201211,19450,19650,19300,19500,10881,0,149.6662954709579,307.24582991474466,,,
20201210,19400,19750,19100,19400,12746,0,174.35595774162715,272.9926738943743,,,
20201209,19350,19850,19250,19500,25147,-9912,178.88543819998335,241.66091947189184,,,
20201208,19300,19500,19000,19000,19366,-2000,287.0540018881466,316.2672920173697,,,
20201207,19300,19400,18900,19200,13596,-3,193.90719429665336,337.63886032268294,,,
20201204,19200,19650,19150,19300,17828,-5225,172.04650534085275,280.8914381037631,,,
20201203,19550,19750,19000,19350,23410,0,166.13247725836172,251.44581921360353,,,
20201202,20300,20300,19500,19700,23275,0,228.9104628451921,251.44581921360353,334.66401061363035,,
20201201,20450,20600,19850,19900,31773,-2631,265.3299832284321,276.8122107133285,344.55587355318744,,
20201130,21000,21000,20200,20450,30603,-5902,418.8078318274386,388.07215823864533,400.7103068302587,,
20201127,20900,22950,20350,20550,161454,-9588,453.21076774498647,493.48252248686595,411.240501410063,,
20201126,20300,20550,19900,20100,20992,-3000,321.5587038162706,504.7028828924996,405.8632774716137,,
20201125,20600,20600,19700,20100,52715,0,242.07436873820424,512.3719352189386,401.52054741943164,,
20201124,19950,21650,19950,20600,257684,-36087,217.71541057077258,498.12147112928204,437.006864934637,,
20201123,20000,20000,19600,19950,11668,-3561,263.43879744638997,435.88989435406756,438.17804600413297,,
20201120,19550,20200,19400,20000,16064,0,232.37900077244518,368.91733491393455,431.16122274620204,,
20201119,19950,19950,19350,19550,17347,-3947,336.7491648096548,333.01651610693455,433.4382885717413,,
20201118,19750,19950,19650,19750,12554,-2331,352.98725189445594,327.4522866006591,433.157015411271,,
20201117,19800,20150,19550,19750,21121,-5400,161.2451549659712,339.26390907374775,432.86112091524234,,
20201116,20500,20500,19700,19700,21946,-2470,144.91376746189462,332.00150602068084,432.22534631832974,,
20201113,20000,20150,19700,20050,21085,-3500,162.48076809271942,279.68732541894025,431.82751186092815,,
20201112,20900,20900,20000,20200,28676,-7859,198.49433241279226,286.400069832394,430.4358256465185,,
20201111,21300,21300,20600,20700,31593,-8235,361.3862199918531,361.42080737002425,462.0335485654695,,
20201110,21150,21950,20500,21100,96757,-16136,493.96356140913883,458.9389937671457,484.76798574163297,,
20201109,21250,21500,20300,21100,72555,-32929,440.0000000000001,548.5435260760993,504.4551516240072,,
20201106,21600,21650,20900,21000,26367,-4805,342.92856398964506,594.053869611166,506.55700567655765,,
20201105,21900,21950,20750,21350,68289,-23823,209.76176963403054,614.8983655857285,529.7169055259612,,
20201104,21850,22150,20800,21150,57644,-17648,115.75836902790266,594.053869611166,544.3976028602625,,
20201103,23300,23300,21750,21850,559825,263358,302.3243291566196,623.3778950203481,623.4981956669964,,
20201102,22900,23200,22650,22950,8198,0,705.9745037889118,781.8088001551276,828.0247580839598,,
20201030,23300,23750,22700,22900,12853,0,757.8918128598567,847.4078120952156,970.6022614851049,,
20201029,23050,23400,22500,23250,26070,0,792.2120928135345,897.2318540934668,1107.5874683292511,,
20201028,23000,24400,22950,23750,35467,0,623.2174580353154,1005.4352291420867,1259.2929563846533,,
20201027,22250,27500,22250,22950,326580,0,320.0000000000001,985.4567468945556,1321.5521177766695,,
20201026,22300,23450,22000,23000,19576,0,314.00636936215176,931.9468868986045,1349.9513880136574,,
20201023,23850,24000,23000,23300,12945,0,284.6049894151543,832.9015548070494,1381.9619206041823,,
20201022,24100,24200,23750,23850,8797,0,372.2902093797258,780.2083055184687,1401.2739739251565,,
20201021,24200,24700,23750,24100,17592,0,459.78255730290607,601.9966777316966,1421.8825549249839,,
20201020,24800,25100,23750,24250,15340,0,476.4451699828639,487.4423042781578,1419.9031657123664,,
20201019,25450,25450,24000,24700,16492,0,461.95237849804397,587.5585077249756,1411.0722873049417,,
20201016,25150,25800,24850,25000,38439,0,415.45156155681985,667.8510312936562,1415.6690114571272,,
20201015,24850,26000,24850,25500,52770,0,508.33060108555344,804.6117075956578,1433.3418119904268,,
20201014,26000,26350,24700,24800,51802,0,407.43097574926736,828.0851405501733,1398.595277412304,,
20201013,26000,26350,25350,26100,67705,0,519.2301994298869,908.7904048789248,1465.373245968412,,
20201012,25900,26600,25250,25650,103161,0,465.1881339845204,827.1184921158517,1452.7043746062031,,
20201008,25600,26000,25050,25250,84349,0,430.58100283221984,686.0029154457,1369.6965904900253,,
20201007,24400,26300,24050,25100,180615,-1000,452.32731511594574,586.2806495186416,1277.4388439373527,,
20201006,24100,26500,23400,23900,149204,1000,736.8853370776217,620.5844019954096,1102.528344306848,2132.4907190106746,
20201005,26450,27500,25300,26050,95722,0,724.844810976805,630.6544220093919,1051.3414050630747,2205.1165250137883,
20200929,24050,29650,24050,26500,666494,-4700,892.9725639682331,712.4078887828238,1103.845550790508,2284.601077504195,
20200928,23900,25000,23600,24000,50534,0,1049.952379872535,821.294709589682,1049.047186736612,2276.4958452264586,
20200925,24650,25050,22950,23900,57744,600,1156.5465835840769,914.3987095353975,1017.8746239100374,2271.462298217212,
20200924,25400,25800,24000,24150,38995,0,1118.3022847155414,957.2878355019457,1005.1710053518257,2269.663919076027,
20200923,27400,28150,25600,26100,64136,0,1128.5388783732708,957.2878355019457,980.3825783845815,2314.572794755484,
20200922,25550,30950,23850,26650,432752,-2700,1171.067888723792,1060.3772913449252,975.4838543000084,2376.978123584647,
20200921,27300,28250,25500,26350,99568,-1100,1163.0133275246676,1119.4194924156004,944.7089498888004,2428.542515584191,
20200918,30300,30500,27800,28250,119318,800,1310.7249902248755,1427.9443266458254,1124.3998399146096,2534.4208192186393,
20200917,30300,31950,28750,29800,248661,0,1402.3551618616448,1784.2715600490862,1454.3039572248988,2689.6793489187494,
20200916,28250,32900,28150,29000,762047,-3000,1330.187956643722,1973.0940170199697,1595.4525220137389,2794.1188235291615,
20200915,30000,32800,27100,27650,400123,2856,1177.030161040914,2004.7506079310713,1619.6527405589138,2845.8960461611277,
20200914,25500,32700,24900,30600,1258639,-856,1055.1777101512332,2127.7276611446305,1887.1340704888987,2988.4791514897456,
20200911,26250,26250,24150,25250,116133,100,1877.6048572583104,1946.3041899970312,1892.978803367856,2968.2509814516816,
20200910,28600,28750,26000,26700,197042,8000,1844.28848068842,1651.0678362805086,1865.1725791464983,2970.204351368584,
20200909,31700,32000,26950,27850,537251,-2000,1754.821928287882,1569.8407562552325,1892.3596381237896,2982.078297466752,
20200908,29700,34900,27300,31700,2099818,0,2401.790998400985,1894.208277882873,2201.0721819149867,3124.457619598423,
20200907,21500,27150,20800,27150,558770,1816,2159.7685061135603,1825.164376159035,2175.676618893534,3111.537222803042,
20200904,19400,22200,19400,20900,157643,184,3465.1695485213995,2899.3792439072195,2509.8045242608036,3082.456970052007,
20200903,19600,22500,19600,20300,213837,0,4355.5252266517755,3530.2832747528914,2809.7720103239694,3070.6607821263597,
20200902,19900,20200,19300,19600,13575,0,4729.651149926388,4013.73890531011,3181.83909084039,3076.974862678526,
20200901,19850,20350,19400,19600,34843,0,2861.5380479735018,4349.198201967806,3481.863725075983,3093.4918242443514,
20200831,19350,19800,19200,19400,11182,0,560.7138307550474,4193.176003937827,3734.2971226189275,3115.9039842217326,
20200828,19700,20650,19000,19350,30233,0,340.58772731852804,4365.51543348549,3959.396260795325,3131.369065156996,
20200827,20150,20150,19150,19150,24248,0,169.11534525287763,4357.29273746899,4177.088549456427,3151.2804937041033,
20200826,18950,22950,18200,20050,138545,0,305.6141357987225,4014.423993551254,4308.366859959816,3160.6851402117754,
20200825,18800,18850,18350,18750,13208,0,422.37424163885754,2315.30235606497,4476.3098641626675,3187.1403936583756,
20200824,18150,18700,17600,18550,14831,0,523.0678732248808,670.8390268909525,4624.159383066289,3219.2143408325887,
20200821,18950,18950,17750,18250,18468,0,622.8964600958975,611.9640512317696,4675.772663421522,3250.0490380915758,
20200820,20000,20250,18150,18300,33943,0,660.0,578.3597496368502,4569.105492325604,3283.011405537432,
20200819,19750,20250,19000,19700,19592,0,526.6877632905477,587.7074101966045,4395.071102951578,3283.961340109428,
20200818,20600,21000,19000,19400,30212,0,596.1543424315552,573.9337940912698,4272.162069725352,3289.916728936055,
20200814,21850,21850,20750,21050,23831,0,1032.1821544669333,822.6329679753906,3794.3049429375073,3275.086406832986,
20200813,22050,22050,20900,21550,27942,0,1170.0427342623004,1074.3020990391856,3698.381402722007,3257.06880833399,
20200812,22700,22700,21500,21700,24613,0,952.1554494934112,1254.4321424453376,3492.567107444036,3245.226836790026,
20200811,23300,23500,22150,22400,51030,0,1007.2735477515529,1490.310370359141,3152.50991275206,3233.3264604737915,
20200810,22250,23250,21850,22650,105977,0,581.8934610390462,1625.4922331404725,2000.6623903097693,3219.892488715868,
20200807,22200,22400,21800,22200,27880,0,415.9326868617084,1588.5842753848472,1349.1918877609664,3207.5963439241436,
20200806,21950,22300,21850,22150,20025,0,314.00636936215164,1402.105559506844,1410.3988797499806,3199.9282761059194,
20200805,22650,22650,21700,21900,32583,0,251.79356624028344,1053.1381675734672,1458.0895034256298,3191.7911202889723,
20200804,22600,22800,22000,22250,30933,0,242.0743687382041,889.7331060492241,1509.32725079752,3188.5206426944874,
20200803,22200,22750,22000,22250,25924,0,130.38404810405297,444.29719783046124,1547.5787540542162,3192.2231890782427,
20200731,22050,22750,22050,22500,29107,0,193.39079605813717,328.97568299191965,1579.5489862615848,3194.109161148584,
20200730,23500,23500,22150,22550,42890,-366,231.08440016582685,277.89386463180506,1596.1751157062936,3196.6436391245634,
