date,open,high,low,close,volume,korcom,standard deviation5,standard deviation10,standard deviation20,standard deviation60,standard deviation120,ma5,ma10,ma20,ma60,ma120
20101201,338000,343500,336000,342500,14503,-1021,,,,,,,,,,
20101202,346000,350500,343000,347000,26421,-785,,,,,,,,,,
20101203,346000,348000,343000,346000,25183,-3189,,,,,,,,,,
20101206,344000,349000,343500,347500,11924,-81,,,,,,,,,,
20101207,349500,350000,341000,343500,16035,881,1964.6882704388465,,,,,345300.0,,,,
20101208,341000,349500,341000,342500,16962,-3141,1964.6882704388465,,,,,345300.0,,,,
20101209,343500,346500,338000,340000,44883,-967,2634.3879744638957,,,,,343900.0,,,,
20101210,342500,358000,342500,357500,44412,3268,6144.916598294885,,,,,346200.0,,,,
20101213,360000,360000,351000,354500,15431,2553,7017.121917139532,,,,,347600.0,,,,
20101214,353500,357500,347500,357500,28193,-801,7592.101158440922,6103.4826124107385,,,,350400.0,347850.0,,,
20101215,358000,370000,358000,368500,53309,-4640,9145.490692138941,8382.869437131907,,,,355600.0,350450.0,,,
20101216,369500,369500,363000,367500,20620,-3205,5748.043145279965,9692.780818733096,,,,361100.0,352500.0,,,
20101217,367500,376000,363000,375000,35355,-6080,7539.230729988304,11486.513831445998,,,,364600.0,355400.0,,,
20101220,371000,373500,362500,365000,25184,-6177,5662.155066756825,11482.704385291829,,,,366700.0,357150.0,,,
20101221,369000,374500,365500,366500,22625,-9670,3449.6376621320665,10801.504524833575,,,,368500.0,359450.0,,,
20101222,367000,368000,365000,366000,11125,-1359,3591.6569992135933,9311.820445004309,,,,368000.0,361800.0,,,
20101223,370000,378000,368000,377500,33216,2829,5186.520991955975,7054.962792247753,,,,370000.0,365550.0,,,
20101224,377500,383000,375000,381000,16979,206,6682.813778641448,7851.114570556222,,,,371200.0,367900.0,,,
20101227,383500,387000,378000,385500,18957,1596,7814.089838234519,8065.358020571698,,,,375300.0,371000.0,,,
20101228,389500,389500,380000,381000,15253,3254,6607.571414672715,7162.5763521235995,14381.933110677452,,,378200.0,373350.0,360600.0,,
20101229,375000,387000,374500,384500,25790,-3511,2853.068523537419,7669.582778743587,14649.573372627638,,,381900.0,374950.0,362700.0,,
