date,open,high,low,close,volume,korcom,standard deviation5,standard deviation10,standard deviation20,standard deviation60,standard deviation120,ma5,ma10,ma20,ma60,ma120
20101201,810000,815000,795000,801000,350,13,,,,,,,,,,
20101202,801000,830000,794000,823000,538,152,,,,,,,,,,
20101203,825000,837000,798000,810000,730,-127,,,,,,,,,,
20101206,802000,811000,790000,803000,525,-100,,,,,,,,,,
20101207,806000,808000,785000,795000,700,-50,9583.318840568756,,,,,806400.0,,,,
20101208,788000,801000,781000,781000,950,25,14108.153670838721,,,,,802400.0,,,,
20101209,789000,808000,780000,803000,1128,-216,9911.609354691098,,,,,798400.0,,,,
20101210,803000,803000,788000,795000,165,-41,8039.900496896717,,,,,795400.0,,,,
20101213,786000,800000,785000,793000,160,-29,7088.018058667747,,,,,793400.0,,,,
20101214,787000,800000,784000,791000,328,93,7088.018058667747,10892.658077806338,,,,792600.0,799500.0,,,
20101215,788000,799000,787000,789000,183,-66,4833.218389437839,11314.15043209165,,,,794200.0,798300.0,,,
20101216,783000,794000,779000,783000,372,-99,4118.252056394812,8626.12311528184,,,,790200.0,794300.0,,,
20101217,783000,800000,777000,800000,287,-1,5528.10998443411,7211.795892841093,,,,791200.0,793300.0,,,
20101220,793000,803000,770000,800000,643,232,6590.90282131364,6855.654600401021,,,,792600.0,793000.0,,,
20101221,791000,803000,788000,802000,310,-105,7467.261881037794,7362.744053679965,,,,794800.0,793700.0,,,
20101222,802000,808000,793000,797000,126,-21,6887.670143089033,6050.619802962309,,,,796400.0,795300.0,,,
20101223,797000,806000,780000,783000,235,-128,6887.670143089033,6466.065264130858,,,,796400.0,793300.0,,,
20101224,778000,800000,778000,796000,69,7,6651.315659326364,6499.2307237087425,,,,795600.0,793400.0,,,
20101227,797000,801000,794000,799000,169,17,6529.931086925811,6708.203932499345,,,,795400.0,794000.0,,,
20101228,781000,827000,781000,827000,466,183,14444.376068214237,11833.849753989598,11412.602682999164,,,800400.0,797600.0,798550.0,,
20101229,817000,825000,809000,809000,177,11,14675.149062275315,11901.26043744946,11629.595865721203,,,802800.0,799600.0,798950.0,,
20101230,805000,865000,800000,857000,552,129,22481.992794234236,19718.01207018597,16490.22437688462,,,817600.0,807000.0,800650.0,,
20110103,862000,898000,857000,860000,149,76,24654.411369975962,25075.88482985196,20914.767510063302,,,830400.0,813000.0,803150.0,,
20110104,863000,874000,838000,850000,616,373,19581.624038878905,26903.531366718373,23273.37534609021,,,840600.0,818000.0,805500.0,,
20110105,845000,855000,815000,828000,180,-87,19446.336415890783,26484.71257159495,23637.41737161655,,,840800.0,820600.0,807150.0,,
20110106,827000,858000,827000,858000,431,-72,11791.522378386944,27357.08317785359,25278.449319529067,,,850600.0,826700.0,811000.0,,
20110107,858000,865000,843000,845000,633,316,11461.239025515524,23505.105828308868,26252.42845909688,,,848200.0,832900.0,813100.0,,
20110110,846000,875000,846000,870000,249,71,13948.476619330158,22343.007854807725,28646.596656496557,,,850200.0,840300.0,816850.0,,
20110111,880000,934000,863000,933000,894,340,35918.797307259614,31755.47196941024,37652.72234513727,,,866800.0,853700.0,823850.0,,
20110112,929000,929000,885000,885000,439,-222,30419.730439305342,31645.69480987895,39097.92193966323,,,878200.0,859500.0,828550.0,,
20110113,885000,885000,852000,854000,1357,8,30987.739510974337,27003.70344971222,38370.04039612155,,,877400.0,864000.0,831800.0,,
20110114,858000,861000,835000,853000,546,-13,29441.467354736244,27133.742830652747,36924.38218846728,,,879000.0,863600.0,835300.0,,
20110117,852000,853000,833000,833000,470,-22,34914.753328643186,28658.15765187985,36036.75207340417,,,871600.0,860900.0,836950.0,,
20110118,834000,863000,828000,851000,2100,1022,16761.86147180557,28621.6701119973,35124.777579366964,,,855200.0,861000.0,839500.0,,
20110119,846000,863000,836000,863000,551,220,9806.12053770501,26428.204630659257,34376.55451030542,,,850800.0,864500.0,842550.0,,
20110120,863000,863000,843000,845000,503,149,9879.271228182775,27028.873450441843,32749.770991565718,,,849000.0,863200.0,844950.0,,
20110121,850000,858000,841000,850000,608,251,9707.728879609278,26732.190333004884,29507.795580151356,,,848400.0,863700.0,848300.0,,
20110124,838000,860000,834000,850000,504,-44,5979.966555090421,26933.43646844939,26959.22847560737,,,851800.0,861700.0,851000.0,,
20110125,850000,850000,832000,842000,733,-134,7183.3139984271875,13154.466921924266,24311.057155130038,,,850000.0,852600.0,853150.0,,
20110126,837000,842000,831000,835000,417,-146,5607.138307550475,8604.64990571956,23940.499159374256,,,844400.0,847600.0,853550.0,,
20110127,828000,836000,820000,823000,625,27,10178.40851999958,10993.179703798152,22805.426985697934,,,840000.0,844500.0,854250.0,,
20110128,821000,829000,806000,813000,494,-102,13215.142829345432,14030.324301312483,24493.825752625897,,,832600.0,840500.0,852050.0,,
20110131,819000,819000,782000,818000,664,-203,10759.182125050213,15479.018056711464,25501.911693047638,,,826200.0,839000.0,849950.0,,
20110201,801000,815000,786000,786000,733,-440,16235.76299408192,21537.177159507224,29061.787625677807,,,815000.0,832500.0,846750.0,,
20110207,789000,805000,768000,768000,496,-231,21114.92363235065,26393.18093750732,33587.013859526116,,,801600.0,823000.0,843750.0,,
20110208,769000,770000,758000,760000,556,-224,23272.30113246217,31190.543438677047,38008.2556821541,,,789000.0,814500.0,838850.0,,
20110209,758000,776000,758000,770000,474,-209,20606.794995826014,31318.524869476205,40812.865618576696,,,780400.0,806500.0,835100.0,,
20110210,778000,787000,756000,756000,656,-223,10353.743284435828,30956.259463959785,43418.19894928853,,,768000.0,797100.0,829400.0,,
20110211,756000,756000,722000,733000,973,-267,13230.26832683298,32384.564224333782,41390.095433569615,,,757400.0,786200.0,819400.0,,
20110214,733000,735000,723000,729000,399,-133,15907.23106011854,32022.49209540069,42962.076299918284,,,749600.0,775600.0,811600.0,,
20110215,730000,731000,707000,708000,737,-236,21664.717861075413,33548.323356018846,47320.29163054682,,,739200.0,764100.0,804300.0,,
20110216,695000,740000,695000,730000,695,-315,15249.918032566602,30557.486807654837,48567.761941435994,,,731200.0,755800.0,798150.0,,
20110217,725000,735000,701000,703000,621,-243,12499.599993599795,26332.67931677291,52043.51544621096,,,720600.0,744300.0,791650.0,,
20110218,705000,731000,700000,700000,1078,-636,12915.107432770352,25333.96929026322,53808.828271948085,,,714000.0,735700.0,784100.0,,
20110221,701000,728000,701000,728000,1195,-721,12687.001221722963,22965.408770583632,51922.32178938072,,,713800.0,731700.0,777350.0,,
20110222,729000,729000,695000,728000,1308,338,13362.63447079205,20939.19769236633,50543.54558200285,,,717800.0,728500.0,771500.0,,
20110223,726000,745000,712000,734000,1126,128,14164.74496770062,16009.059934924337,47782.94674881405,,,718600.0,724900.0,765700.0,,
20110224,740000,768000,723000,768000,494,238,21703.455946000857,18544.271352630694,43718.874642424176,,,731600.0,726100.0,761600.0,,
20110225,764000,772000,746000,746000,697,-12,15104.966070799363,19417.517864031943,39714.732782684056,,,740800.0,727400.0,756800.0,,
20110228,738000,746000,723000,728000,220,-7,15104.966070799363,19411.594473406854,35837.79429596637,49024.99079267866,,740800.0,727300.0,751450.0,801183.3333333334,
20110302,721000,756000,721000,749000,452,315,13827.508813954882,19231.22460999298,31858.868467037548,49478.10683075456,,745000.0,731400.0,747750.0,800316.6666666666,
