date,open,high,low,close,volume,korcom,standard deviation5,standard deviation10,standard deviation20,standard deviation60,standard deviation120
20181219,6170,6220,5250,5560,132813,0,,,,,
20181220,5510,5840,5510,5600,37389,0,,,,,
20181221,5550,5640,5540,5640,5310,0,,,,,
20181224,5700,5800,5600,5720,7623,0,,,,,
20181226,5690,5780,5590,5690,6513,0,58.1033561853358,,,,
20181227,5710,5710,5400,5530,3291,0,67.11184694225007,,,,
20181228,5530,5560,5400,5530,8628,0,79.3473376995095,,,,
20190102,5500,5500,5350,5350,1789,0,132.9059818066892,,,,
20190103,5350,5410,5300,5390,2982,0,120.39933554633929,,,,
20190104,5270,5500,5270,5410,2528,0,74.4043009509531,120.23310692151311,,,
20190107,5430,5540,5400,5430,2743,0,60.13318551349163,124.53513560437473,,,
20190108,5490,5490,5420,5430,2465,0,29.93325909419153,125.28367810692662,,,
20190109,5540,5540,5490,5490,3092,0,33.46640106136302,117.81765572273115,,,
20190110,5540,5540,5410,5480,437,0,31.240998703626616,91.43850392476904,,,
20190111,5500,5650,5410,5410,8988,0,31.240998703626616,57.140178508646635,,,
20190114,5500,5650,5500,5630,3458,0,77.0454411370329,76.58328799418318,,,
20190115,5690,5700,5600,5630,2779,0,87.72684879784524,90.91204540653567,,,
20190116,5630,5670,5570,5670,1886,0,100.71742649611338,100.60318086422518,,,
20190117,5690,5690,5550,5600,2400,0,91.73875952943771,97.95917517006768,,,
20190118,5600,5650,5500,5630,3735,0,22.271057451320086,95.9166304662544,108.76120631916507,,
20190121,5620,5740,5620,5650,6980,0,23.323807579381203,93.35952013587047,111.28679166909245,,
20190122,5660,5700,5650,5700,1136,0,34.058772731852805,90.27181176868005,115.77888408513867,,
20190123,5650,5780,5650,5750,2464,0,53.14132102234569,95.31526635329728,122.32742946698409,,
20190124,5800,5800,5750,5770,3730,0,54.405882034941776,93.93614852653904,126.10610611703133,,
20190125,5720,5830,5720,5800,4674,0,53.14132102234569,65.27633568147037,133.88054376943631,,
20190128,5850,5850,5810,5820,5781,0,41.66533331199932,74.13501197140258,144.681546853771,,
20190129,5830,5870,5810,5850,4549,0,35.4400902933387,81.7557337438788,155.70725737742578,,
20190130,5830,5880,5790,5850,5786,0,30.59411708155671,87.49857141690944,154.57926769136887,,
20190131,5890,5890,5830,5850,2592,0,20.591260281974,78.61933604400384,152.93380921169734,,
20190201,5700,5850,5700,5850,1878,0,12.0,67.14908785679819,149.51504940974942,,
20190207,5850,5890,5850,5890,1822,0,16.0,54.9636243346452,147.03315952532537,,
20190208,5890,5890,5770,5860,3241,0,15.491933384829668,41.34005321718881,139.0287740002038,,
20190211,5860,5860,5800,5800,326,0,28.982753492378876,33.82306905057557,130.78512912407024,,
20190212,5870,5870,5750,5810,4838,0,33.1058907144937,27.85677655436829,119.20151005754794,,
20190213,5840,5840,5660,5750,12636,0,48.744230427815765,37.16180835212413,91.9021218471025,,
20190214,5720,5780,5680,5750,3394,0,41.27953488110059,44.76605857119882,87.14355971613546,,
20190215,5750,5750,5670,5740,3755,0,28.982753492378876,50.645829048402426,81.82145195484898,,
20190218,5750,5770,5690,5750,2184,0,25.298221281347036,52.58326730053965,78.7575393216399,,
20190219,5800,5840,5750,5840,7783,0,37.20215047547655,51.8073353879545,69.0995658452326,,
20190220,5840,5840,5780,5810,35699,0,39.698866482558415,49.598387070549,59.28532702110719,,
20190221,5810,5810,5750,5800,685,0,37.62977544445356,39.610604640676755,49.15282290977409,,
20190222,5800,5900,5760,5800,3465,0,28.982753492378876,32.634337744161485,43.25505750775977,,
20190225,5730,5900,5730,5850,3627,0,20.97617696340303,37.94733192202059,42.14261501140618,,
20190226,5760,5880,5760,5770,4001,0,25.768197453450252,37.735924528226455,42.14261501140618,,
20190227,5880,5880,5780,5790,1840,0,26.38181191654584,35.77708763999668,42.340878592674464,,
20190228,5820,5830,5740,5800,1834,0,26.38181191654584,33.241540277189365,42.364489847035806,,
20190304,5800,5950,5800,5950,5779,4900,64.62197768561404,52.57375771237969,51.62121656838003,,
20190305,6000,6000,5820,5910,2379,0,72.0,54.36910887627277,55.16112761718698,,
20190306,5910,5910,5860,5900,1492,0,63.56099432828282,58.10335618533583,57.6107628833327,,
20190307,5930,5930,5780,5780,2353,0,66.15134163416491,60.2079728939615,57.868385151130575,,
20190308,5790,5820,5700,5800,4299,0,66.15134163416491,60.2079728939615,55.50675634550803,,
20190311,5780,5780,5700,5730,1974,0,70.02856560004639,67.49814812274484,57.20795399242666,,
20190312,5740,5800,5740,5800,317,0,55.281099844341014,67.5351760196122,57.20795399242666,,
20190313,5830,5830,5790,5810,46,0,28.705400188814647,65.42935121182238,57.20795399242666,,
20190314,5810,5810,5790,5790,2324,0,28.705400188814647,65.42935121182238,55.881571201958906,,
20190315,5800,5810,5750,5800,2425,0,28.705400188814647,65.42935121182238,54.30469592953816,,
20190318,5750,5800,5750,5770,3125,0,13.564659966250536,52.6212884676915,52.71385017241291,,
20190319,5800,5800,5770,5780,4984,0,14.142135623730951,40.79215610874231,51.322509681421415,,
20190320,5780,5780,5750,5750,1450,0,17.204650534085253,23.853720883753187,52.7707305236492,,
20190321,5760,5800,5750,5780,1332,0,16.24807680927192,23.853720883753187,53.160135440004325,145.3894196058746,
20190322,5780,5790,5760,5790,1221,0,13.564659966250536,23.237900077244564,53.279921171109144,144.2932969876123,
20190325,5780,5780,5740,5740,3327,0,19.390719429665317,21.18962010041716,55.26979283478099,143.490611384701,
