date,open,high,low,close,volume,korcom,standard deviation5,standard deviation10,standard deviation20,standard deviation60,standard deviation120,ma5,ma10,ma20,ma60,ma120
20101201,79900,82900,79700,82900,180703,29122,,,,,,,,,,
20101202,83300,84700,82800,83300,179086,21878,,,,,,,,,,
20101203,84000,84000,82000,82300,223613,-65844,,,,,,,,,,
20101206,82300,86600,81500,86600,386271,104178,,,,,,,,,,
20101207,86600,88500,85700,87900,366966,152527,2225.3089673121813,,,,,84600.0,,,,
20101208,87700,87800,85200,85200,299239,-37401,2057.7657787027183,,,,,85060.0,,,,
20101209,85000,86300,84500,86300,199287,10188,1887.4321179846454,,,,,85660.0,,,,
20101210,86200,87500,85200,87100,173220,-23035,893.0845424706474,,,,,86620.0,,,,
20101213,87100,87400,86300,87200,163231,3775,922.1713506718837,,,,,86740.0,,,,
20101214,86800,87100,84800,85000,302526,-66466,922.1713506718837,1873.3926443754392,,,,86160.0,85380.0,,,
20101215,85000,86200,83700,85700,530579,-287566,835.7032966310508,1681.190054693401,,,,86260.0,85660.0,,,
20101216,86000,87200,83600,83600,418358,-133124,1349.6666255042414,1641.005789142744,,,,85720.0,85690.0,,,
20101217,83800,84300,83000,83100,183967,-18733,1474.3133995185713,1485.967698168436,,,,84920.0,85770.0,,,
20101220,82300,83200,81700,82800,352217,-183488,1121.7842929904157,1696.1426826773745,,,,84040.0,85390.0,,,
20101221,83600,84600,83200,83700,214848,-55553,1014.6920715172687,1534.959282847594,,,,83780.0,84970.0,,,
20101222,83200,84400,83200,83400,110397,186,331.058907144946,1601.5305179733539,,,,83320.0,84790.0,,,
20101223,83500,84200,80200,81500,507993,-194376,761.5773105863948,1785.7491425169433,,,,82900.0,84310.0,,,
20101224,81600,82200,80800,81100,124074,-12943,1029.563014098703,1755.24927004685,,,,82500.0,83710.0,,,
20101227,79800,80300,77600,78200,455836,-163867,1973.220717507296,2022.1028658305195,,,,81580.0,82810.0,,,
20101228,78000,79700,78000,79300,173489,-121,1805.5470085267805,2125.1823451177083,2545.171899892029,,,80700.0,82240.0,83810.0,,
20101229,79300,79500,78600,79300,172572,-57176,1233.5315156087445,1942.6785632214096,2724.169598244573,,,79880.0,81600.0,83630.0,,
20101230,79000,80600,78700,78900,198171,-38817,958.3318840568784,1970.3045449879064,2913.056813726777,,,79360.0,81130.0,83410.0,,
20110103,79700,79700,78500,79100,130912,-43085,407.9215610874301,1935.4844354837887,3054.0956108150904,,,78960.0,80730.0,83250.0,,
20110104,79600,80100,79300,80000,236220,-78863,370.9447398198362,1814.5247311624055,3030.775478322338,,,79320.0,80450.0,82920.0,,
20110105,80300,80300,78700,78800,263895,-104957,426.14551505325727,1506.120845085148,2930.405262075537,,,79220.0,79960.0,82465.0,,
20110106,78700,80000,78700,79100,157960,-19157,426.14551505325727,986.9650449737317,2947.2699231661827,,,79180.0,79530.0,82160.0,,
20110107,79100,81400,79100,80600,362028,56009,673.4983296193137,832.1057625085887,2805.3297488887115,,,79520.0,79440.0,81875.0,,
20110110,81000,81200,79700,80400,182846,20990,711.0555533852513,710.0,2549.7843046030384,,,79780.0,79370.0,81540.0,,
20110111,80600,81800,80500,81200,253636,-28802,917.3875952943804,782.3681997627459,2194.401968646583,,,80020.0,79670.0,81240.0,,
20110112,81700,82000,80900,81200,206998,22775,769.4153624668578,892.4124606929242,2018.0436070610565,,,80500.0,79860.0,81050.0,,
20110113,81800,83000,81100,82100,279399,47473,593.295878967658,1090.1376059929314,1736.1163555476346,,,81100.0,80140.0,80870.0,,
20110114,82000,82000,81000,81600,127868,17548,558.569601750763,1083.9280418920803,1630.3680566056244,,,81300.0,80410.0,80770.0,,
20110117,81800,82100,80400,81200,164623,-2895,355.527776692632,1010.7423014794623,1544.9514555480373,,,81460.0,80620.0,80675.0,,
20110118,80500,81000,78100,78300,422776,-163996,1331.7657451669215,1221.6791722870614,1546.770829825802,,,80880.0,80450.0,80450.0,,
20110119,78300,79300,77000,77500,372365,-206521,1868.261223705081,1440.0,1484.3853947004466,,,80140.0,80320.0,80140.0,,
20110120,77800,79100,77500,78800,218569,-44217,1626.5300489077988,1467.957765060017,1307.2490198887124,,,79480.0,80290.0,79910.0,,
20110121,78800,79500,78200,78400,152078,-2019,1253.1560158256455,1566.5567337316575,1293.2420500432238,,,78840.0,80070.0,79755.0,,
20110124,78500,79000,77800,78400,175269,-28419,426.14551505325727,1637.7118183612158,1286.7012085173465,,,78280.0,79870.0,79620.0,,
20110125,78800,80500,78700,79500,265874,66780,649.3073232299216,1577.97338380595,1245.5019068632532,,,78520.0,79700.0,79685.0,,
20110126,79800,79800,77800,78800,221012,-18149,401.99502484484304,1512.7458477880546,1257.934815481311,,,78780.0,79460.0,79660.0,,
20110127,78100,78800,77600,78300,284152,-65781,444.5222154178642,1257.6167937809994,1290.6974858579374,,,78680.0,79080.0,79610.0,,
20110128,78400,79200,76500,77000,229404,-17665,817.3126696681056,1080.5554127392081,1404.3770861132705,,,78400.0,78620.0,79515.0,,
20110131,76100,76200,74600,75500,201178,16049,1419.013742005343,1072.6136303441237,1654.471214618133,,,77820.0,78050.0,79335.0,,
20110201,75500,75800,73700,73700,170330,-47522,1870.4010265181118,1680.7438829280325,2050.268275128892,,,76660.0,77590.0,79020.0,,
20110207,74500,75600,74000,75100,151147,-23803,1587.9546593023385,1840.244548966251,2221.5478837963406,,,75920.0,77350.0,78835.0,,
20110208,75400,75800,74300,74300,86574,3917,1128.5388783732735,1975.8542456365549,2429.500977567204,,,75120.0,76900.0,78595.0,,
20110209,75000,78000,75000,77200,441211,164448,1195.9933110180866,1916.6637681137506,2402.0564106614984,,,75160.0,76780.0,78425.0,,
20110210,77300,79100,77300,78500,381309,47477,1810.6352476410057,1925.331140349628,2359.2583580439,,,75760.0,76790.0,78330.0,,
20110211,78800,78900,76700,78900,285199,132361,1822.0867158288613,1847.7283350103173,2270.963451929599,,,76800.0,76730.0,78215.0,,
20110214,78800,78900,75800,76100,173179,-20724,1673.3200530681531,1718.254928699464,2206.898275861396,,,77000.0,76460.0,77960.0,,
20110215,75700,77100,75000,75900,100225,5226,1217.2099243762375,1608.6018774078314,2032.117122608832,,,77320.0,76220.0,77650.0,,
20110216,75900,77800,75700,76700,149028,61498,1243.2216214336067,1596.5274817553254,1826.0544898770136,,,77220.0,76190.0,77405.0,,
20110217,76500,77400,75800,76900,130166,70493,1065.833007557941,1591.257364476281,1606.5179737556628,,,76900.0,76330.0,77190.0,,
